label	x_train
1	入住的是豪华单人房,需要说明的是这个房间真的很小，这个价格和房间的大小是在不和谐，酒店硬件尚可，虽然在路边，但是晚上休息并不觉得吵闹，房间的隔音基本满意，酒店内部的餐厅我的评价是很差，菜烧的非常难吃，价格还贵，除非大家图方便，否则不推荐在那里就餐。整体感觉中规中矩，离皇岗（福田）口岸还比较近，如果要从这个口岸出关应该还比较方便。
1	这款平板有配套的钢化膜，皮套，耳机吗？如果有给我发个链接，谢谢了！送货就是快！这个是京东的特点！
0	使用第一天就发现电源按钮需按两次才能启动机器，原以为新电脑需要磨合。殊不知使用近四个月还是如此，拿到维修中心，维修人员所这是正常的，打开面板一看才知道内部零配件就像旧得一样，怀疑是旧机翻新。失去信心。
0	跟实物相差太大
1	屏幕大小正好，速度飞快，看电影不错。
1	当时是因为要写读书报告 所以上网到处抄 就发现这本书感觉以前自己没看过中文版的骆驼祥子就看过电影所以决定买个英文的看看本来以为 是中文翻译过来的 不会太地道结果 令我惊讶翻译的非常好！忠实了原著！很多很多复杂的复合句 而且 用词也很得体觉得 是个 非常不错的拓宽知识面的一本小说推荐！
0	只可惜是Linux的系统！扩展功能不够好
0	发热量有点大，我的机子拿出来盖面就有一些轻微划痕，在封装时应该在表面贴上保护膜。能放720P的高清而且不卡！但1080P试过了会卡，考虑换2G内存...
0	什么狗屁京东，怎么没有电吹风，买这东西就是冲着送电吹风来的，1星我都不愿意给。
0	我已经买了多次，最初还可以，但一次比一次差！刚收到的货一箱两层，上面一层是好的下面一层基本都是烂的。商家太黑心！！以后再也不买这家的了！
1	我住的1113号房门窗的密封性有问题,一个晚上风声鹤立,一宿没停,望酒店尽快查明原因
0	垃圾裤，一穿就皱巴巴的
1	性价比不错，其实我一直关注Dell的XPS1330，不过性价比不好，一直犹豫未买。幸亏没买。
0	本本散热比较差，开着游戏时温度直上80，这个要命！！ 还有就是电池严重缩水，续航时间就1个小时过点！
0	垃圾，苹果烂了几个。 还死贵一个
1	性价比不错，交通方便。行政楼层感觉很好，只是早上8点楼上装修，好吵。中餐厅档次太低，虽然便宜，但是和酒店档次不相配。
0	一点也不满意，为支持国货，共买了三台华为手机，共同特点：靠着信号塔信号也难超两格，偏僻点地方常常没信号。这平板手机信号也一样，像素差强人意，用十分钟就发热不已，支持国产支持华为信心已崩溃，所以决定：以后再也不买华为产品。
1	收到了，物流很快啊反正就是快。赞赞赞
1	帮男朋友买的，他很喜欢，裤子质量很好，还显得腿很长哈哈哈哈，真心不错，对得起这个价格！性价比高！客服也很热心，问的问题也很有耐心回答！以后会经常光顾这家店的！
0	画质不是很清楚，而且连个耳机都没有，连最低标准都不给吗？，我也是醉了，快递很快，一星是给快递的，机子无所谓，就是该有的东西你得有啊
1	反应很快。用了几天也没出现卡的情况。但是屏膜反光。储存卡无法用，。
0	装系统麻烦点，不过要有外置光驱就很easy了，没有的话就得有点技术了，不过现在U口驱动装系统也不是很麻烦。
1	一直在用沙宣，感觉很好用，这个价格买到真是物超所值啊！！
1	包装盒挺精致，是原装的。还没用呢。
1	往事历历在目 这里的街道全是回忆，很激动。04年在天津人才市场，应聘蒙牛业务员，是蒙牛培育了我，蒙牛，我成长的摇篮，也是我真正的大学。感恩蒙牛，现在去拜访我的第一任领导！谢谢你，当初招聘我进入蒙牛。
1	直接一个套装发过来的，外面有个专门的纸盒包装，没有破损泄露。日期也比较好，期待使用效果。
0	很一般 空调响的一塌糊涂 走廊的声音 隔壁房间的声音 飞机起落的轰鸣声 机场高速的汽车声音 总之 除了离机场近 其他一无是处~~~~~~~~~~~~~~~~~~~~~~~~
0	全球都在步调一致的限奶出口给内地，蒙牛伊利他们不觉得耻辱么？？？
0	1、我是双卡用户，没地方放外置卡，手机和电脑连接，大文件传输简直就是要命，不大的文件多的时候传输也是要命，太慢了！华为的很多双卡手机都是如此，为什么不支持双卡下的sd卡扩展？（32g和64g版本差很多钱，如果我理解为华为这么做就是为了赚钱，过分吗？）2、充电极慢。早上9点开始充电，下午3点的时候才充了90%。3、系统设计sb，比如：解锁的时候摁电源键，不应该是图形密码吗？可是X2不是；点开联系人，不应该是卡1、卡2拨电话加发短信吗？可是X2不是；接上电脑传输文件吧，可是需要打开USB调试，刚开始一直找不到，结果在电脑上搜索了半天。4、花粉社区不是为华为粉丝设计的吗？从见过这么慢的社区服务网站，打开一个新网页需要很久；资料完善之后，还需要在新新花粉板块发一个主题帖（成长任务之一），通过了，才能在别的版块发帖，可是前面的都通过了，奖励也给了，就是这个板块发不了主题帖，一直是“抱歉，您没有权限在该版块发帖”，这意味着永远是“新学乍练”！其它的，诸如“微信语音在熄屏时，不管是语音外放还是听筒接收，只要熄屏，后面的语音就不放了。”还是“照片效果连三星note1（水货）都比不上”，这都不重要了。
1	京东自营大促销，真是太便宜啦，货是一模一样，比超市便宜多了，真正的价廉物美，货真价实
0	配置再加一根1G内存后九分的完美安装 XP 系统 几乎是件很难完成的事情安装vista系统又存在分区报错问题无PCMCIA接口 买无线上网卡要注意了外壳的质量有点差
1	挺好的，现在用着不错。就是什么也没有送，耳机、机套、屏保、支架都得再买。
0	果形和品质相差较远，还不如去超市买，下次不会考在买了，物流的服务也不到位。
0	手机太大了。。退货还不给退。真是做手机太大做平板太小。而且手机看一些视频竟然不能横屏。。那么大屏的手机看视频界面还是就那么一点。。?。。如果有谁想买可以联系我。。低价卖给你。才用了一个多月。
0	酒店硬件设施较新，但明显的没有被好好照料。我和朋友们分别住的是日式和中式的房间，踏踏米之间有明显的灰尘，卫生间的门以被下掉。因为大门坏了没被修，轻轻的就关不上。中式房间里的灯忽闪忽暗的，卫生间里的问题一样。还有他们竟然没有提供喝水的杯子，只有卫生间内漱口的杯子。走廊内的地毯上有的留下了大块油迹一样的脏处。再好的建筑，一旦这样缺乏维护而被糟蹋和孤弃不管，也维持不了多长时间。另外，服务质量是最大的问题，服务员一问三不知，没有服务和关心消费者意识，对自己工作的环境也是什么问题都答不上。‘这温泉从哪里出来的？“　’就在那边‘服务员边答边用手指。我这个游客也知道是估摸温泉池的方向。可是作为酒店员工靠温泉池饭的，连个最简单的温泉知识都没有。’这个温泉里面有些什么矿物质？‘　”我不知道“　可见这个声称四星级酒店的管理。走的时候问他们，“你们这象我们这样个人游客多吗？”　”不多，我们大多接受团体，会议，政府的客人“　”你们知道为什么没有个人游客吗？“　服务员沉默。。。唯一让人感觉稍微好一点的就是热温泉。但是因为没有好的管理，配套服务设施太差也太贵。通过携程定的度假产品付了６１８两人一间房包括两张一次性的温泉票。注意：一次性的意思是虽然不限时，但你只能去一次。也就是说你晚上去了，第二天早上就不能去，哪怕是几分钟。让你感到花了钱，却不开心。酒店没有电梯，楼与楼之间的走廊没有遮风挡雪的玻璃顶，连个篷子都没有，客人泡完温泉只能冷飕飕的跑回房间！他们的整个建筑布局和想法就是模仿日式温泉的，可是这个地方只是照着葫芦画了一个票。什么真的内涵都没有。在日本，你支付一定金额，所有服务项目包括饮食都可以享用，你不用再操心是否需要再支付额外的金额。想来度假的人事先通常都会盘算好度假的预算，东一个消费，西一个消费，让人措手不及，非常毁坏人的心情。试想一个人几个小时又能享用多少个服务项目呢　简而言之吧，这不过就是一个不伦不类的，陷阱多多，靠某种机构吃饭而经营不善的温泉澡堂。如长此以往，其时日可能不会太长。
0	大床房的面积实在太小了！除了床和写字台就没有空间了，没有衣柜，床头柜也只有一个！和如家一样，但价格要贵100元，实在不值得！以后不会再住了！
1	感觉只有75# 不过基本都没问题 给好评吧
0	水果很差。商家很不诚信，第一次买的有红又大又甜，相隔一条又买2箱，结果级差至极，小小白白一点不甜，长的还歪歪扭扭，差差差
1	裤子收到了，裤子包装不错，版型很好看，穿着也舒服，质量好
1	房间隔音不好，其他方面比较不错，不巧的是，我抵达当天正赶上哈市大批出租车休息，所以宾馆的地理位置好还是让我满意
1	在我心里，红楼梦毫无疑问的是四大名著中最经典，最耐人寻味的一本书。。越是认真深刻地去读她，越能感受到她所带来的震撼。。她像是带着面纱的神秘人，一步步引诱我们进入一个奇妙的世界。。或许正是因了她的残缺，才显现出她的美来。。我们无从知道曹先生后四十回为我们演绎的究竟是怎样的一场轰轰烈烈。。所以有那么多的学者前仆后继，只为窥她的面庞。。这是值得收藏的经典！
1	这是一本值得一看的好书。基本符合我的阅读期待。在自然界中，每一个存在的生命都需要有尊严的活着，自由的活着。如何在各种存在的生命中取得微妙的平衡，是所有生命永恒的追求。对于号称“万物之灵”的人类而言，更是一个巨大的考验与命题。人可以做主人，这必是对自身而言。但是插足了不属于自己的范围，是不光彩的。喜欢这本书的同类，向你推荐杰克伦敦的《野性的呼唤》。更加过瘾！
0	手机不错。买了几天不仅降价，还送皮套，差评
0	坚决抵制傻比话！ 抵制蒙牛！
1	这个真的很不错，比海飞丝什么的强太多了，用了之后头发不怎么出油了。特别好。
1	本书真实地向读者讲述了新中国第一位女电影导演传奇而又曲折的人生历程。披露了中国银幕上那些经典作品的诞生经过,一代电影大师在中年丧夫的悲恸欲绝中,毅然化悲痛为力量,坚忍不拔奋力向上。在养育孩子的同时仍对电影事业锲而不舍勇攀艺术领域高峰,为电影观众拍出了《柳堡的故事》、《永不消逝的电波》、《江山多娇》、《勐垅沙》、《槐树庄》、《霓虹灯下的哨兵》、《东方红》等名片佳作。阅读此书我们更加怀念这位故去快二十年的老艺术家.是她让我们在银幕上认识了王心刚、田华、陶玉玲这些著名的电影艺术家。作为六十年代出生潘冬子扮演者的同龄人,我们都是看着八一厂影片长大的。中国观众能为有这样的艺术大师感刖无比的自豪和骄傲。                                                                                       这本书最大的特点就真实,作者用质朴的语言、深情地向我们描述这位老艺术家坎坷的一生,她对电影作品精益求精精心制作的献身精神,给生活在今天的人们很好的启示。我感谢作者为我们呈献出这本情义深重的好书。
0	全是下等货，苹果小，酸，颜色不好看，图片跟实物相差很远，货不对版，**，忽悠。
1	1.圆滑弧形设计手感相当好。2.MP3播放效果出色，音质比较优异。3.扩展功能好，支持内存扩充、支持红外、蓝牙功能、USB1.1数据线及免驱动U盘功能。4.电池待机时间长。
0	55555555，我住过最差的酒店之一，奉劝大家还是跑远一点吧。
0	饭店坐地起价！协程上面6月份就定好暸8月10号6日6个标准间，每个300，到了那里变成380了，我们坚决不肯多出钱，饭店就说是没有6个房间，只有4个了。这不是故意变相加价吗？我们坚决不肯就范，要求协程出面解决！！最后给了总统套房，由协程出多出来的部分。如果大家以后碰到这种事情千万不能妥协，要求协程出面解决！
1	性能不错，驱动盘不支持xp，用驱动精灵加手动找的驱动，装的xp,挺费劲的，不过机器满快的，屏幕也大，玩游戏很爽。
1	辰光在邢台还算是不错的酒店,起码比邢台宾馆强了不少.虽说离4星标准还有不小的差距,但是对于邢台这个经济不发达地区就算不错的了.地理位置一般,距离火车站打车8元,交通还算方便,但是不够繁华.房间还算整洁,客房服务业比较及时.宾馆晚上10点到早6点设置免骚扰电话功能,很人性化.隔音比较好,有一个良好的睡觉环境.
0	总的来说非常不满意，明显是三星升为四星的酒店。588的房价，实在太不值。暖气不够热，温度调到32度，晚上睡觉还要盖两床被子，问他们再要一床，给我的答复是每间房间之配备这些，没有多余的被子。洗澡水是温的，差点没有洗出感冒。问要熨斗和烫板，竟然整个酒店只有一套，怎么也借不到。而且设施都已经很成旧，用的毛巾被子都是旧的，一眼就能看出来，实在算不上四星的标准。希望大家以后都不要预定这个酒店。
1	钢琴烤漆，流线机身，非常漂亮。几乎没有噪音，本人认为散热还不错。
0	住了2天，受不了，好像地毯很不干净，床也不干净。后来搬到圣地（比香港酒店还新点），也就凑合吧。反正在济宁也别指望有什么酒店了，最后一天终于受不了，半夜赶到济南住CROWNE PLAZA了。
1	来蒙牛酸酸乳音乐风云榜撒~~~好近~~~哈哈哈
1	裤子质量不错的，穿着很舒服啊
1	环境确实不错，很安静，我很喜欢。特别是木屋，户外阳台留有插线板，坐在阳台上上网很惬意的。这是我第二次在这里居住了。就是无线网络信号太弱，经常短线。没办法最后只要能用GPRS上网。非周末时间居住，感觉整个风景区被我一家人包了似的。
0	手机不好，差得要命。要不是因为急需用手机，没时间抽空去实体店购买，真心不想要。手机问题一大堆
1	裤子真的很不错，很满意，送给弟弟的生日礼物，弟弟很喜欢，穿上很舒服也很有型，不会皱巴巴的，下次还来你家
1	目前使用还不错，颜色大小正合适。
1	距离火车站颇远，洗浴的地方设计不太合理，水会流到马桶周围形成积水。卫生中上，前台的小姐态度很好，会告诉你你要去的地方的大概距离，时间和大概打车费。
0	裤子会掉色！同样的号码大小差很多！
0	没收到赠品，没收到发票，找华为客服说查不到我的订单……伤心，下次多没有在京东买东西的欲望了，太欺负人了
1	性价比比较高，配置也比较平衡，看电影玩普通的游戏都比较流畅。很实惠。在这样的价位上：双核处理器，3470独显，250G硬盘。已经非常可以了。自己加了两条金士顿2G-800，无兼容问题。
0	主要为去机场方便，别的不要要求就可以
1	打开箱子就有苹果味，苹果大小可以选择，小孩吃买小的挺合适。
0	因为电池原因，笔记本还是比较重的，比x200重一些。 电源虽然小巧，但是发热量很大，拿着烫手。 外壳容易沾手印，最好贴个模。
1	衣服质量不错，穿上很舒服， 老公很喜欢
1	质量没得说，超级好，穿上特别舒服，款式也特别好，尺码也正好，这个价格买到特么好的裤子很值得。
0	购物较方便，上外滩也近，但房间太小。没有早餐不方便，较为嘈杂，装修较老
1	国产洗发水品牌能卖这么高的价格、我就看看到底有什么资本可以让它维持？目前用着没有什么问题、气味微香、泡沫也挺丰富。无硅油只是个噱头、希望真的能起到防止脱发稳固发根的效果。
0	烂京东，第一次在这买东西都被坑了
0	这是我有使以来买过最窝囊的一次了，福建到北京两天，在北京派件要三天，要不是我催还不知道什么时候送？真是太为难你们了！！！客服是没上过学的吗？19号就开始派件，20，21号也是，竟然说21才刚刚派件，以前的只是刚到北京，要是在我面前就打了，是在说我不懂了？18号到北京，19.20.21一直是在派件，竟跟我说不是，像这样的客服还是回家多了解一下语文，再说申通快递，19号的时候叫我过去取，我刚到这里不久，不认识，问其他人也不知道，他给我五分钟时间去取，不然就走人，第二天再送，这是我的错吗？然而第二天没消息，第三天到中午了还没有消息，我忍不住了，叫客服催，算是白叫，遇到一个没脑子的，又打电话，到现在才拿到，六天快递，18号到北京，18-21号一直在派件，送快递的，我是很好脾气的人，说了不懂这里，叫他拿过来，我出去，他先到，等不急了，想对我火，还说要不要让他们快递公司20来人每人给我送一次？我也火了，但我忍得住，因为我怕他又走了，我白出去，还等了三天，不值得，拿了快递向他说谢谢，他也没说啥，就走人！这衣服大，173的人，L还大，也是呵呵！遇到这样脑残的客服和送快递的，算是我倒霉！
0	垃圾店家，翻新机，**的逼，黑心卖家
1	质量不错做工精细，面料也很舒服
0	很不好，只有手机，没有耳机。
